UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION
2022-00029607,10/15/21 12:00,04/25/22 20:36,Theft from Auto,Investigation Pending,"Seneca Building, UC Center, University Centre at 4716  Pontiac  St"
2022-00029630,04/25/22 13:00,04/25/22 22:14,Check on the  Welfare,CBE,"Frat 8, Sigma Phi Epsilon Fraternity at 8  Fraternity  Row"
2022-00029646,04/25/22 23:00,04/25/22 23:00,Peeping Tom,Active/Pending,4300 block of  Rowalt  Dr
2022-00029831,04/26/22 13:37,04/26/22 13:37,Accident - Departmental,CBE,"Frat 8, Sigma Phi Epsilon Fraternity at 8  Fraternity  Row"
2022-00029835,04/26/22 14:25,04/26/22 14:25,Injured/Sick Person,CBE,"81, Wind Tunnel Building at 8167  Paint Branch  Dr"
2022-00029844,04/26/22 15:00,04/26/22 15:46,Assault,Investigation Pending,"Denton Area Dining Hall, Denton Dining Hall at 3951  Denton Service  Ln"
2022-00029855,04/19/22 15:00,04/26/22 16:32,Theft,Investigation Pending,"82, John S. Toll Physics Building, Physics, Physics Building at 4150  Campus  Dr"
2022-00029873,04/26/22 19:33,04/26/22 19:33,Damaged Property,CBE,Fieldhouse  Dr
2022-00030032,04/27/22 07:15,04/27/22 07:19,Assist Other Agency / Assault,CBE,"College Park Fire Station, Company 12 at 8115  Baltimore  Ave"
2022-00030079,04/27/22 13:46,04/27/22 13:46,Injured/Sick Person,CBE,"Architecture, Architecture Building at 3835  Campus  Dr"
2022-00030080,04/27/22 13:55,04/27/22 13:55,Emergency Petition,CBE,"82, John S. Toll Physics Building, Physics, Physics Building at 4150  Campus  Dr"
2022-00030088,04/27/22 14:30,04/27/22 16:24,Injured/Sick Person,CBE,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056  Regents  Dr"
2022-00030107,04/27/22 17:15,04/27/22 18:08,Theft,CBE,"Edward St. John Learning and Teaching Center, ESJ at 4131  Campus  Dr"
2022-00030109,04/27/22 18:30,04/27/22 18:30,Trespassing,CBE,Graduate Hills #287 at 3410  Tulane  Dr
2022-00030126,04/27/22 21:50,04/27/22 21:57,Indecent Exposure,Unfounded,"24, Allegany, Allegany Hall at 4299  Lehigh  Rd"
2022-00030176,04/28/22 00:14,04/28/22 00:16,CDS Violation,Arrest,University  Blvd
2022-00030282,04/26/22 09:00,04/28/22 08:35,Theft,Investigation Pending,"31, Garrett, Garrett Hall at 7570  Calvert Service  Ln"
2022-00030356,04/28/22 09:00,04/28/22 14:34,Injured/Sick Person,CBE,"26, South Campus Dining Hall at 7093  Preinkert  Dr"
2022-00030364,04/28/22 14:24,04/28/22 15:09,Injured/Sick Person,CBE,"35, McKeldin Library at 7649  Library  Ln"
2022-00030402,04/28/22 19:08,04/28/22 19:08,Emergency Petition,CBE,"Ellicott, Ellicott Hall at 4052  Stadium  Dr"
2022-00030403,04/28/22 19:26,04/28/22 19:26,Warrant/Summons Service,Arrest,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2022-00030450,04/28/22 23:49,04/28/22 23:49,CDS Violation,Arrest,8100 block of  Baltimore  Ave
2022-00030475,04/29/22 01:08,04/29/22 01:08,DWI/DUI,Arrest,Baltimore  Ave
2022-00030482,04/29/22 01:52,04/29/22 01:52,Injured/Sick Person,CBE,4400 block of  Knox  Rd
2022-00030742,04/29/22 19:55,04/29/22 19:58,Vandalism,CBE,"26, South Campus Dining Hall at 7093  Preinkert  Dr"
2022-00030757,04/29/22 21:18,04/29/22 21:18,Injured/Sick Person,CBE,University Courtyard #6 at 8600  Boteler  Ln
2022-00030779,04/29/22 22:59,04/29/22 22:59,Injured/Sick Person,CBE,"11, The Hall at 4656  Hotel  Dr"
2022-00031043,05/01/22 00:01,05/01/22 00:01,Damage to State Property,CBE,"96, Cambridge, Cambridge Hall at 4230  Farm  Dr"
2022-00031044,04/30/22 23:57,05/01/22 00:10,Assault,Arrest,Baltimore  Ave
2022-00031183,05/01/22 14:03,05/01/22 14:03,CDS Violation,CBE,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028  Stadium  Dr"
2022-00031206,05/01/22 16:25,05/01/22 16:33,Theft,Warrant Issued,"Brendan Iribe Center, Iribe Center at 8125  Paint Branch  Dr"
2022-00031264,05/01/22 22:45,05/01/22 23:03,CDS Violation,CBE,"Commons 5, SCC 5, South Campus Commons 5 at 6903  Preinkert  Dr"
2022-00031444,04/27/22 14:20,05/02/22 12:24,Suspicious Activity,CBE,"68, Eppley, Eppley Recreation Center, ERC at 4128  Valley  Dr"
2022-00031521,05/02/22 16:10,05/02/22 16:38,Theft,Arrest,McKeldin Mall
2022-00031613,05/02/22 23:19,05/02/22 23:19,DWI/DUI,Arrest,Baltimore  Ave
2022-00031658,05/02/22 19:30,05/03/22 02:15,Injured Officer,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2022-00031908,05/03/22 21:30,05/03/22 22:16,Dept Property Damage/Loss,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2022-00031925,05/03/22 23:00,05/03/22 23:30,Assist Other Agency / Indecent Exposure,Active/Pending,4300 block of  Knox  Rd
2022-00031929,05/03/22 23:35,05/03/22 23:41,Injured/Sick Person,CBE,"Recreation Artificial Turf Field, Turf Field, Turf Fields"
2022-00031946,05/04/22 00:50,05/04/22 00:55,CDS Violation,CBE,6900 block of  Preinkert  Dr
2022-00032241,05/04/22 15:30,05/04/22 23:51,Theft,Arrest,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2022-00032250,05/05/22 00:24,05/05/22 00:24,CDS Violation,Arrest,University  Blvd
2022-00032254,05/05/22 00:30,05/05/22 00:45,Injured/Sick Person,CBE,4200 block of  Farm  Dr
2022-00032343,05/05/22 06:41,05/05/22 07:26,Check on the  Welfare,CBE,4200 block of  Valley  Dr
2022-00032391,05/05/22 13:09,05/05/22 13:23,Other Incident,CBE,Geology Building at 8000  Regents  Dr
2022-00032410,02/24/22 09:00,05/05/22 15:39,Lost Property,CBE,"Easton, Easton Hall at 3917  Denton Service  Ln"
2022-00032509,05/06/22 00:29,05/06/22 00:29,DWI/DUI,Arrest,Baltimore  Ave
2022-00032550,05/06/22 02:57,05/06/22 02:57,DWI/DUI,Arrest,University  Blvd
2022-00032555,05/06/22 03:35,05/06/22 03:35,Assist Other Agency / Weapon Violation,CBE,7400 block of  Baltimore  Ave
2022-00032575,05/05/22 16:00,05/06/22 07:40,Vandalism,Investigation Pending,"79, Turner Hall, Visitor Center at 7736  Baltimore  Ave"
2022-00032684,05/05/22 20:00,05/06/22 16:06,Theft,Investigation Pending,"4, Ritchie Coliseum at 7675  Baltimore  Ave"
2022-00032690,07/01/21 08:00,05/06/22 16:22,Burglary,Investigation Pending,Adelphi Road Office Annex at 8765  Adelphi  Rd
2022-00032892,05/07/22 02:41,05/07/22 02:41,Injured/Sick Person,CBE,McKeldin Mall
2022-00032958,05/07/22 04:05,05/07/22 11:39,Assist Other Agency / Suspicous Person/Auto,CBE,7500 block of  Hopkins  Ave
2022-00033050,05/07/22 21:00,05/07/22 21:38,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2022-00033057,05/07/22 21:56,05/07/22 21:56,Injured/Sick Person,CBE,"Riggs, Riggs Alumni, Riggs Alumni Center at 7801  Alumni  Dr"
2022-00033103,05/08/22 00:23,05/08/22 00:27,Injured/Sick Person,CBE,Lot R3
2022-00033143,04/08/22 03:00,05/08/22 04:11,Suspicious Activity,Active/Pending,"Oakland, Oakland Hall at 3912  Denton Service  Ln"
2022-00033172,05/08/22 09:23,05/08/22 11:09,Damage to State Property,Active/Pending,7600 block of  Mowatt  Ln
2022-00033387,05/09/22 01:15,05/09/22 01:30,Injured/Sick Person,CBE,"City of CP Garage, College Park Garage, CP Garage at  Knox  Rd"
2022-00033397,05/09/22 02:30,05/09/22 02:39,Suspicious Person/Auto,CBE,"3, Service Building at 7757  Baltimore  Ave"
2022-00033512,05/08/22 16:30,05/09/22 12:08,Theft,Unfounded,"38, Lefrak, Lefrak Hall at 7251  Preinkert  Dr"
2022-00033551,05/08/22 20:00,05/09/22 15:09,Theft,Active/Pending,"88, Martin Hall at 4298  Campus  Dr"
2022-00033555,05/08/22 01:00,05/09/22 15:32,Theft,Warrant Issued,"64, Dorchester, Dorchester Hall at 3947  Campus  Dr"
2022-00033557,05/05/22 14:00,05/09/22 15:45,Other Incident,CBE,"Hornbake, Hornbake Library at 4130  Campus  Dr"
2022-00033610,05/09/22 20:42,05/09/22 20:42,Injured/Sick Person,CBE,"Recreation Artificial Turf Field, Turf Field, Turf Fields"
2022-00033800,05/10/22 10:00,05/10/22 10:32,Damage to State Property,CBE,"E. A. Fernandez Idea Factory, Idea Factory at 4462  Stadium  Dr"
2022-00033888,05/09/22 00:00,05/10/22 18:07,Theft,Investigation Pending,"Hornbake Mall, Hornbake Plaza"
2022-00033932,05/10/22 15:20,05/10/22 20:09,Theft,Warrant Issued,"Brendan Iribe Center, Iribe Center at 8125  Paint Branch  Dr"
2022-00033976,05/10/22 22:50,05/10/22 22:55,Accident - Departmental,CBE,Lot W
2022-00034011,05/11/22 01:00,05/11/22 01:00,DWI/DUI,Arrest,Paint Branch  Dr
2022-00034041,05/10/22 17:00,05/11/22 07:13,Vandalism,Active/Pending,McKeldin Mall
2022-00034094,05/10/22 12:00,05/11/22 10:43,Trespassing,CBE,"Kehoe Track, Kehoe Track at Ludwig Field, Ludwig Field at 7898  Championship  Ln"
2022-00034098,05/04/22 08:00,05/11/22 11:43,Theft,Active/Pending,"Ellicott, Ellicott Hall at 4052  Stadium  Dr"
2022-00034130,05/05/22 06:00,05/11/22 15:04,Theft,Investigation Pending,8100 block of  Paint Branch  Dr
2022-00034389,05/11/22 17:00,05/12/22 09:46,Vandalism,Investigation Pending,McKeldin Mall
2022-00034428,05/12/22 14:54,05/12/22 14:54,CDS Violation,Arrest,Baltimore  Ave
2022-00034502,05/12/22 20:15,05/12/22 20:15,Emergency Petition,CBE,"39, Van Munching, Van Munching Hall at 7699  Mowatt  Ln"
2022-00034774,05/03/22 05:58,05/13/22 15:53,Fraud,Investigation Pending,3100 block of  Hamilton  St
2022-00034946,05/13/22 23:15,05/13/22 23:15,Injured/Sick Person,CBE,"Atlantic Building, Computer & Space Sciences Building at 4254  Stadium  Dr"
2022-00035014,05/14/22 03:37,05/14/22 03:37,Warrant/Summons Service,Arrest,Baltimore  Ave
2022-00035155,04/05/22 06:00,05/14/22 18:53,Theft,Active/Pending,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2022-00035248,05/15/22 00:39,05/15/22 00:39,Alcohol Violation,Arrest,Yale  Ave
2022-00035273,05/15/22 03:30,05/15/22 03:39,Assist Other Agency / Indecent Exposure,CBE,"Commons 4, SCC 4, South Campus Commons 4 at 4310  Knox  Rd"
2022-00035322,05/12/22 10:00,05/15/22 10:18,Burglary,Active/Pending,Maryland Stadium Concessions 4 at 8239  Fieldhouse  Dr
2022-00035323,05/15/22 07:10,05/15/22 10:35,Injured/Sick Person,CBE,"35, McKeldin Library at 7649  Library  Ln"
2022-00035400,05/15/22 20:30,05/15/22 21:07,Suspicious Activity,Active/Pending,"35, McKeldin Library at 7649  Library  Ln"
2022-00035484,05/12/22 22:00,05/16/22 08:31,Theft,Investigation Pending,Lot 3
2022-00035506,05/16/22 00:00,05/16/22 11:25,Theft,Investigation Pending,3400 block of  Tulane  Dr
2022-00035525,05/15/22 15:50,05/16/22 13:23,Theft,Arrest,"Easton, Easton Hall at 3917  Denton Service  Ln"
2022-00035542,05/15/22 20:30,05/16/22 15:56,Theft,Active/Pending,"Oakland, Oakland Hall at 3912  Denton Service  Ln"
2022-00035711,05/17/22 06:10,05/17/22 06:52,Dept Property Damage/Loss,CBE,I-70 / I-97
2022-00035742,05/17/22 10:07,05/17/22 10:07,Damage to State Property,CBE,"39, Van Munching, Van Munching Hall at 7699  Mowatt  Ln"
2022-00035778,05/17/22 15:44,05/17/22 15:44,CDS Violation,Arrest,3900 block of  Denton Service  Ln
2022-00035781,05/17/22 16:22,05/17/22 16:22,Dept Property Damage/Loss,CBE,Allegany Alley
2022-00035787,05/17/22 15:00,05/17/22 17:30,Telephone/EMail Misuse,CBE,7600 block of  Regents  Dr
2022-00036041,05/17/22 23:00,05/18/22 11:41,Vandalism,Investigation Pending,"Ellicott, Ellicott Hall at 4052  Stadium  Dr"
2022-00036056,05/17/22 13:30,05/18/22 13:42,Theft,Unfounded,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2022-00036154,05/18/22 20:41,05/18/22 20:42,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2022-00036191,05/18/22 22:00,05/18/22 22:14,Vandalism,Active/Pending,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591  Mowatt  Ln"
2022-00036388,05/19/22 14:09,05/19/22 14:58,Suspicious Activity,CBE,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2022-00036421,05/19/22 18:00,05/19/22 18:38,Warrant/Summons Service,CBE,7200 block of  Baltimore  Ave
2022-00036429,05/19/22 07:15,05/19/22 20:18,Dept Property Damage/Loss,CBE,Greenbelt  Rd
2022-00036461,05/19/22 23:13,05/19/22 23:13,Emergency Petition,Summons Issued,University Courtyard #7 at 8700  Boteler  Ln
2022-00036671,05/20/22 15:00,05/20/22 17:12,Theft,Investigation Pending,"Riggs, Riggs Alumni, Riggs Alumni Center at 7801  Alumni  Dr"
2022-00036887,05/21/22 13:29,05/21/22 13:29,DWI/DUI,Arrest,Campus  Dr
2022-00036896,05/21/22 15:20,05/21/22 15:20,Assault,CBE,UMGC Inn & Conference Center at 345  Ehrensberger  Dr
2022-00037004,05/21/22 22:36,05/21/22 22:36,Trespassing,CBE,Metzerott  Rd
2022-00037029,05/22/22 01:24,05/22/22 01:24,Injured/Sick Person,CBE,7500 block of  Dartmouth  Ave
2022-00037158,05/20/22 19:00,05/22/22 11:13,Vandalism,Investigation Pending,Lot 3
2022-00037168,05/22/22 08:00,05/22/22 12:07,Injured/Sick Person,CBE,8300 block of  Boteler  Ln
2022-00037180,05/22/22 08:00,05/22/22 13:07,Theft,Investigation Pending,4200 block of  Lehigh  Rd
2022-00037228,05/20/22 07:00,05/22/22 17:46,Vandalism,Active/Pending,"Brendan Iribe Center, Iribe Center at 8125  Paint Branch  Dr"
2022-00037325,05/23/22 00:30,05/23/22 00:30,DWI/DUI,Arrest,University  Blvd
2022-00037420,05/23/22 10:30,05/23/22 11:16,Theft,Arrest,Health Center at 3983  Campus  Dr
2022-00037825,05/24/22 16:05,05/24/22 16:16,Assist Other Agency / Other,CBE,3700 block of  Campus  Dr
2022-00037872,05/24/22 20:10,05/24/22 20:12,Burglary,Active/Pending,4200 block of  Stadium  Dr
2022-00037938,05/24/22 23:27,05/24/22 23:27,CDS Violation,Arrest,Baltimore  Ave
2022-00037990,05/25/22 04:40,05/25/22 04:40,Suspicious Person/Auto,CBE,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
2022-00038090,05/25/22 11:04,05/25/22 11:04,Suspicious Activity,CBE,8100 block of  Baltimore  Ave
2022-00038386,05/26/22 10:45,05/26/22 10:45,CDS Violation,Arrest,Baltimore  Ave
2022-00038421,04/28/22 12:00,05/26/22 14:38,Harassment/Stalking (Title IX Related),CBE,4200 block of  Chapel  Ln
2022-00038463,05/26/22 17:29,05/26/22 17:29,CDS Violation,Arrest,Baltimore  Ave
2022-00038496,05/26/22 12:15,05/26/22 20:13,Vandalism,Active/Pending,Lot 1b
2022-00038700,05/27/22 15:20,05/27/22 15:20,Emergency Petition,CBE,Health Center at 3983  Campus  Dr
2022-00038975,05/28/22 11:35,05/28/22 11:35,Check on the  Welfare,CBE,4600 block of  Rossborough  Ln
2022-00039414,05/29/22 23:39,05/29/22 23:39,DWI/DUI,Arrest,University  Blvd
2022-00039690,05/31/22 00:56,05/31/22 00:56,DWI/DUI,Arrest,Baltimore  Ave
2022-00039790,04/12/22 16:15,05/31/22 10:53,Injured Officer,CBE,"Litton, Police Services & Training Facility at 7147  51st  Ave"
2022-00040040,06/01/22 00:45,06/01/22 00:45,CDS Violation,Arrest,Baltimore  Ave
2022-00040041,06/01/22 01:23,06/01/22 01:23,DWI/DUI,Arrest,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245  Greenbelt  Rd"
2022-00040057,06/01/22 03:55,06/01/22 03:55,Check on the  Welfare,CBE,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2022-00040142,06/01/22 11:51,06/01/22 11:51,Suspicious Person/Auto,CBE,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056  Regents  Dr"
2022-00040364,06/02/22 00:19,06/02/22 00:19,Warrant/Summons Service,CBE,9000 block of  Baltimore  Ave
2022-00040457,06/02/22 09:26,06/02/22 09:26,Recovered Stolen Property,Arrest,Paint Branch Gate at 8966  Paint Branch  Dr
2022-00040723,06/03/22 02:35,06/03/22 02:35,DWI/DUI,Arrest,Knox  Rd
2022-00040832,06/03/22 14:13,06/03/22 14:13,Recovered Stolen Motor Vehicle,Juvenile Arrest,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2022-00040834,06/03/22 14:27,06/03/22 14:27,Resisting Arrest,Arrest,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2022-00041026,06/04/22 02:49,06/04/22 02:49,DWI/DUI,Arrest,Baltimore  Ave
2022-00041065,06/04/22 11:32,06/04/22 11:32,Hazardous Condition,CBE,"76, Symons Hall at 7998  Regents  Dr"
2022-00041172,06/04/22 21:00,06/04/22 21:07,Injured/Sick Person,CBE,"Commons 3, SCC 3, South Campus Commons 3 at 4318  Knox  Rd"
2022-00041176,06/04/22 21:47,06/04/22 21:47,Damage to State Property,CBE,"Club House, Golf Course Club House at 3800  Golf Course  Rd"
2022-00041258,06/05/22 09:05,06/05/22 09:49,Disorderly Conduct,Active/Pending,3500 block of  University  Blvd
2022-00041324,06/05/22 13:50,06/05/22 16:06,Theft,CBE,280 at 4326  Rowalt  Dr
2022-00041346,06/05/22 18:21,06/05/22 18:21,Suspicious Person/Auto,Arrest,Frat Row
2022-00041569,06/06/22 08:30,06/06/22 12:07,Theft,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2022-00041572,06/03/22 08:00,06/06/22 12:14,Vandalism,CBE,"Architecture, Architecture Building at 3835  Campus  Dr"
2022-00041573,06/06/22 12:20,06/06/22 12:20,Warrant/Summons Service,Arrest,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2022-00041641,06/06/22 21:36,06/06/22 21:36,Suspicious Person/Auto,CBE,"Cole, Cole Field House, Cole Student Activities Building, Driscoll Center, Jones-Hill House at 4090  Union  Dr"
2022-00041883,06/07/22 19:38,06/07/22 19:38,Suspicious Activity,CBE,UMGC Inn & Conference Center at 345  Ehrensberger  Dr
2022-00042065,06/08/22 14:00,06/08/22 14:10,Warrant/Summons Service,CBE,"Denton Area Dining Hall, Denton Dining Hall at 3951  Denton Service  Ln"
2022-00042298,06/09/22 08:00,06/09/22 08:16,Other Incident,CBE,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056  Regents  Dr"
2022-00042485,06/09/22 22:36,06/09/22 22:36,Warrant/Summons Service,Arrest,Hotel  Dr
2022-00042868,06/10/22 07:50,06/10/22 18:27,Vandalism,Juvenile Arrest,Lot N9
2022-00042875,06/10/22 17:22,06/10/22 19:02,Identity Theft,Active/Pending,8200 block of  Boteler  Ln
2022-00042992,06/11/22 01:15,06/11/22 01:47,Injured/Sick Person,CBE,Knox  Rd
2022-00043014,06/11/22 02:00,06/11/22 02:19,Assist Other Agency / Other,Active/Pending,4300 block of  Hartwick  Rd
2022-00043175,06/11/22 21:00,06/11/22 21:35,Hate Bias Incident,Investigation Pending,"11, The Hall at 4656  Hotel  Dr"
2022-00043453,06/12/22 21:53,06/12/22 21:53,DWI/DUI,Arrest,Campus  Dr
2022-00043471,06/12/22 23:46,06/12/22 23:46,DWI/DUI,Arrest,Metzerott  Rd
2022-00043542,06/13/22 06:00,06/13/22 06:22,Injured/Sick Person,CBE,4300 block of  Rowalt  Dr
2022-00043620,06/11/22 18:00,06/13/22 11:37,Theft,Investigation Pending,"Leonardtown #245, Leonardtown at 4689  Rossborough  Ln"
2022-00043785,06/13/22 16:00,06/13/22 20:12,Theft,Investigation Pending,Kim Engineering Building at 8228  Paint Branch  Dr
2022-00043822,06/13/22 22:50,06/13/22 22:50,CDS Violation,Arrest,University  Blvd
2022-00044059,06/14/22 22:06,06/14/22 22:06,Injured/Sick Person,CBE,Lot 11b
2022-00044269,06/15/22 18:08,06/15/22 18:08,Suspicious Activity,CBE,"35, McKeldin Library at 7649  Library  Ln"
2022-00044460,06/16/22 12:15,06/16/22 13:51,Other Incident,CBE,5800 block of  University Research  Ct
2022-00044732,06/17/22 08:15,06/17/22 08:15,Other Incident,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2022-00044761,05/18/22 11:39,06/17/22 14:28,Assist Other Agency / Sex Offense,Active/Pending,14000 block of  Twig Rd
2022-00045173,06/19/22 01:30,06/19/22 01:30,CDS Violation,Arrest,Baltimore  Ave
2022-00045185,06/19/22 03:14,06/19/22 03:14,DWI/DUI,Arrest,Baltimore  Ave
2022-00045424,06/20/22 03:01,06/20/22 03:01,Warrant/Summons Service,Arrest,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2022-00046035,06/13/22 16:00,06/22/22 13:55,Theft,Arrest,UMGC Inn & Conference Center at 345  Ehrensberger  Dr
2022-00046270,06/23/22 13:21,06/23/22 13:21,CDS Violation,CBE,8200 block of  Boteler  Ln
2022-00046316,06/17/22 16:00,06/23/22 19:12,Theft,Investigation Pending,Kim Engineering Building at 8228  Paint Branch  Dr
2022-00046519,06/24/22 07:40,06/24/22 07:42,Injured/Sick Person,CBE,8100 block of  Boteler  Ln
2022-00046621,06/22/22 00:00,06/24/22 15:13,Dept Property Damage/Loss,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2022-00046631,06/24/22 15:00,06/24/22 16:23,Damage to State Property,CBE,"President's Residence, University House at 8150  Presidential  Dr"
2022-00046646,06/24/22 17:38,06/24/22 17:42,Assist Other Agency / Robbery,CBE,7200 block of  Baltimore  Ave
2022-00046665,06/24/22 20:44,06/24/22 20:44,Injured/Sick Person,CBE,Union  Ln
2022-00046672,06/24/22 09:00,06/24/22 21:44,Other Incident,CBE,7700 block of  Adelphi  Rd
2022-00046799,05/10/22 13:00,06/25/22 11:42,Theft,Investigation Pending,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591  Mowatt  Ln"
2022-00046967,06/26/22 02:02,06/26/22 02:08,DWI/DUI,Arrest,University  Blvd
2022-00047192,06/26/22 23:29,06/26/22 23:29,DWI/DUI,Arrest,Greenbelt  Rd
2022-00047196,06/26/22 23:55,06/26/22 23:55,Other Incident,CBE,"Frat 5, Phi Kappa Tau Fraternity at 5  Fraternity  Row"
2022-00047316,06/26/22 12:00,06/27/22 09:21,Theft,Investigation Pending,"91, Chemistry, Chemistry Building at 8051  Regents  Dr"
2022-00047361,06/24/22 17:00,06/27/22 15:45,Dept Property Damage/Loss,CBE,8100 block of  Baltimore  Ave
2022-00047667,06/28/22 18:08,06/28/22 18:08,Injured/Sick Person,CBE,University  Blvd
2022-00047768,06/29/22 04:39,06/29/22 04:39,DWI/DUI,Arrest,Adelphi  Rd
2022-00047808,06/29/22 09:24,06/29/22 09:24,Other Incident,CBE,UMGC Inn & Conference Center at 345  Ehrensberger  Dr
2022-00048084,06/30/22 14:54,06/30/22 14:54,Injured/Sick Person,CBE,4600 block of  Rossborough  Ln
2022-00048201,07/01/22 00:26,07/01/22 00:26,DWI/DUI,Arrest,University  Blvd
